Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361691
Array task ID: 15
The job was run on these nodes: idun-05-33
[I 2026-04-29 19:19:22,353] Trial 0 finished with value: 0.14577431575986702 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.14577431575986702.
[I 2026-04-30 02:53:29,578] Trial 127 finished with value: 0.13442366549445636 and parameters: {'alpha': 878985.01747216, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 02:57:16,512] Trial 128 finished with value: 0.15329290618483396 and parameters: {'alpha': 306304.1052504077, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.00218496347315047, 'iw_n_components': 20, 'iw_logistic_c': 0.0002803587604414941, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:01:04,282] Trial 129 finished with value: 0.16226218498903008 and parameters: {'alpha': 937998.7139285422, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002483738734716319, 'iw_n_components': 20, 'iw_logistic_c': 9.130122625219379e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:04:51,852] Trial 130 finished with value: 0.16022082009235758 and parameters: {'alpha': 773420.1349942845, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002414816846120359, 'iw_n_components': 20, 'iw_logistic_c': 4.8665564231267606e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:08:33,759] Trial 131 finished with value: 0.1590516490183223 and parameters: {'alpha': 781891.4394546394, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0025420873849690577, 'iw_n_components': 20, 'iw_logistic_c': 4.940767926188371e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:12:19,082] Trial 132 finished with value: 0.16014546028732565 and parameters: {'alpha': 851796.7816175176, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002219286061454937, 'iw_n_components': 20, 'iw_logistic_c': 8.77255605504458e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:16:02,463] Trial 133 finished with value: 0.1608521886472524 and parameters: {'alpha': 927919.3810188923, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0019494279527476337, 'iw_n_components': 20, 'iw_logistic_c': 1.8607676134597417e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:19:45,824] Trial 134 finished with value: 0.1603350394491682 and parameters: {'alpha': 931262.8305214039, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002415814836572231, 'iw_n_components': 20, 'iw_logistic_c': 1.6988895237189482e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:23:28,326] Trial 135 finished with value: 0.15764904678646852 and parameters: {'alpha': 927445.7439297183, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0025289232345775256, 'iw_n_components': 20, 'iw_logistic_c': 4.801858974562676e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 03:27:24,717] Trial 136 finished with value: 0.16341225076798863 and parameters: {'alpha': 941181.6072456056, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0020596679944042628, 'iw_n_components': 20, 'iw_logistic_c': 0.0012377604699006482, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:31:17,373] Trial 137 finished with value: 0.16061185699523634 and parameters: {'alpha': 812199.1889549871, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0021079891956923788, 'iw_n_components': 20, 'iw_logistic_c': 3.1413076206868546e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:35:04,909] Trial 138 finished with value: 0.1574745492229002 and parameters: {'alpha': 735364.5198348413, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00194062304451683, 'iw_n_components': 20, 'iw_logistic_c': 1.1928266623257047e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:38:50,209] Trial 139 finished with value: 0.1609836106048487 and parameters: {'alpha': 827040.8277244255, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001800812530719143, 'iw_n_components': 20, 'iw_logistic_c': 2.5619736448752228e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:42:36,516] Trial 140 finished with value: 0.15820637729113934 and parameters: {'alpha': 684304.5822800015, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0017766883347735826, 'iw_n_components': 20, 'iw_logistic_c': 2.3908051755813694e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:46:34,174] Trial 141 finished with value: 0.1588755313421724 and parameters: {'alpha': 818685.4629167162, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001962341682668491, 'iw_n_components': 20, 'iw_logistic_c': 0.001219331051409272, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:50:16,800] Trial 142 finished with value: 0.1580312757171248 and parameters: {'alpha': 857271.0640843356, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010099227534016088, 'iw_n_components': 20, 'iw_logistic_c': 1.0512928909883606e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:53:56,773] Trial 143 finished with value: 0.1593488012472368 and parameters: {'alpha': 789484.0170306416, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0012238298714469763, 'iw_n_components': 20, 'iw_logistic_c': 3.140618002702686e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 03:57:46,308] Trial 144 finished with value: 0.15812267828088955 and parameters: {'alpha': 930365.521173248, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016992333332091958, 'iw_n_components': 20, 'iw_logistic_c': 6.965367897458977e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 04:01:39,491] Trial 145 finished with value: 0.15141530256157473 and parameters: {'alpha': 819775.4252365659, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001154053601284597, 'iw_n_components': 20, 'iw_logistic_c': 2.6679493309984563, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 04:05:11,932] Trial 146 finished with value: 0.15965057598362603 and parameters: {'alpha': 732563.9867109488, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0013699787666083716, 'iw_n_components': 10, 'iw_logistic_c': 1.619593342397838e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 04:08:58,279] Trial 147 finished with value: 0.15552633408729535 and parameters: {'alpha': 895743.4055205185, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002101253864611571, 'iw_n_components': 20, 'iw_logistic_c': 0.0004271177365883824, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 04:12:44,315] Trial 148 finished with value: 0.16053956313415774 and parameters: {'alpha': 638748.2976241319, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0025888432346733974, 'iw_n_components': 20, 'iw_logistic_c': 0.000631838305129074, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 136 with value: 0.16341225076798863.
[I 2026-04-30 04:13:12,460] Trial 149 finished with value: 0.13467128769126702 and parameters: {'alpha': 629244.9718771961, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 136 with value: 0.16341225076798863.
