Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361552
Array task ID: 5
The job was run on these nodes: idun-05-29
[I 2026-04-29 18:45:03,584] Trial 0 finished with value: 0.2279101622977841 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.2279101622977841.
[I 2026-04-30 01:30:38,560] Trial 127 finished with value: 0.22969696041233675 and parameters: {'alpha': 538921.1269516456, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.025529285699167525, 'iw_n_components': 30, 'iw_logistic_c': 1.1597718332544253e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:34:13,204] Trial 128 finished with value: 0.22765895837924233 and parameters: {'alpha': 457929.0509714413, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.034700365483260324, 'iw_n_components': 30, 'iw_logistic_c': 1.4756112808570297e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:34:51,670] Trial 129 finished with value: 0.22741376959612106 and parameters: {'alpha': 316323.5376250231, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:38:25,600] Trial 130 finished with value: 0.22919423063681718 and parameters: {'alpha': 376293.84791250137, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.020424311055632884, 'iw_n_components': 30, 'iw_logistic_c': 4.812767729727408e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:42:00,771] Trial 131 finished with value: 0.230803670075022 and parameters: {'alpha': 461577.5918810318, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.029975967732650526, 'iw_n_components': 30, 'iw_logistic_c': 1.854653627682419e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:45:34,960] Trial 132 finished with value: 0.23032750751644399 and parameters: {'alpha': 427454.18139107374, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.031231635701182186, 'iw_n_components': 30, 'iw_logistic_c': 1.6517548351017818e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:49:09,117] Trial 133 finished with value: 0.22835830657776027 and parameters: {'alpha': 345929.1903962011, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.029102428676114796, 'iw_n_components': 30, 'iw_logistic_c': 3.187987272587288e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:52:44,334] Trial 134 finished with value: 0.22962077450264262 and parameters: {'alpha': 537352.2448010163, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.036223654422856334, 'iw_n_components': 30, 'iw_logistic_c': 1.8823005380154118e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:56:16,858] Trial 135 finished with value: 0.2285757139116556 and parameters: {'alpha': 455811.68324857805, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.032187096056771905, 'iw_n_components': 30, 'iw_logistic_c': 1.0178816692458813e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:59:45,929] Trial 136 finished with value: 0.22845698520972438 and parameters: {'alpha': 414435.36321165715, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03760984784282323, 'iw_n_components': 30, 'iw_logistic_c': 1.3335510384900753e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:03:10,125] Trial 137 finished with value: 0.22843357171802298 and parameters: {'alpha': 383490.5597768556, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03414091292413542, 'iw_n_components': 30, 'iw_logistic_c': 6.389970492027184e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:06:34,669] Trial 138 finished with value: 0.21782943961888074 and parameters: {'alpha': 76826.64113456987, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.025750650386618668, 'iw_n_components': 30, 'iw_logistic_c': 2.0255063976200228e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:09:59,400] Trial 139 finished with value: 0.22810116182722906 and parameters: {'alpha': 473316.58833419956, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04589669438745925, 'iw_n_components': 30, 'iw_logistic_c': 7.582654469939885e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:13:24,108] Trial 140 finished with value: 0.2277790800980763 and parameters: {'alpha': 521923.82469317113, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03041174605815425, 'iw_n_components': 30, 'iw_logistic_c': 4.177379083866807e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:16:49,613] Trial 141 finished with value: 0.23062224036825246 and parameters: {'alpha': 455510.64059729216, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03082010445421739, 'iw_n_components': 30, 'iw_logistic_c': 2.0746179897235774e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:20:21,841] Trial 142 finished with value: 0.21301366122555215 and parameters: {'alpha': 439180.67813450296, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027768790031987324, 'iw_n_components': 30, 'iw_logistic_c': 0.0021019760503990428, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:23:49,432] Trial 143 finished with value: 0.22883309113446426 and parameters: {'alpha': 365677.83751083945, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.020380323792533794, 'iw_n_components': 30, 'iw_logistic_c': 1.2461017728092801e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:27:14,039] Trial 144 finished with value: 0.23131137658324308 and parameters: {'alpha': 404083.41810484906, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03540953058699952, 'iw_n_components': 30, 'iw_logistic_c': 2.2490216129014582e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:30:39,187] Trial 145 finished with value: 0.23187274225253257 and parameters: {'alpha': 399539.85272703937, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03817657608335394, 'iw_n_components': 30, 'iw_logistic_c': 2.5858040324089476e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:34:13,751] Trial 146 finished with value: 0.2226984078175859 and parameters: {'alpha': 394514.34130179393, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04987500361435834, 'iw_n_components': 30, 'iw_logistic_c': 0.026358884347699563, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:37:38,910] Trial 147 finished with value: 0.22935819995301956 and parameters: {'alpha': 416655.30648949766, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0381522606795799, 'iw_n_components': 30, 'iw_logistic_c': 8.342716351113914e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:41:03,442] Trial 148 finished with value: 0.23142196653932925 and parameters: {'alpha': 497016.29604991945, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03566257532027393, 'iw_n_components': 30, 'iw_logistic_c': 2.336077800811252e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 02:44:28,646] Trial 149 finished with value: 0.23298317827192866 and parameters: {'alpha': 495432.8701691968, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03552777379406091, 'iw_n_components': 30, 'iw_logistic_c': 3.843256444854676e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 112 with value: 0.2332243853747233.
